feature,shap_importance
TYPE_HABITATION,488.36707199222457
ZONIER,125.11678980900051
EXPO,79.47758176151552
NBSIN_TYPE1_AN3,21.752943899726038
NBSIN_TYPE2_AN1,19.547561092990996
VALEUR_DES_BIENS,11.387022660452484
FORMULE,0.0
TYPE_RESIDENCE,0.0
NB_PIECES,0.0
SITUATION_JURIDIQUE,0.0
NIVEAU_JURIDIQUE,0.0
OBJETS_DE_VALEUR,0.0
NBSIN_TYPE1_AN1,0.0
NBSIN_TYPE2_AN2,0.0
NBSIN_TYPE2_AN3,0.0
ANNEE,0.0
