feature,mean_importance
NBSIN_TYPE1_AN3,-71728.17193505187
VALEUR_DES_BIENS,-29029.581081597134
NBSIN_TYPE2_AN1,-14366.54115173146
FORMULE,0.0
TYPE_RESIDENCE,0.0
NB_PIECES,0.0
SITUATION_JURIDIQUE,0.0
NIVEAU_JURIDIQUE,0.0
OBJETS_DE_VALEUR,0.0
NBSIN_TYPE1_AN1,0.0
NBSIN_TYPE2_AN2,0.0
NBSIN_TYPE2_AN3,0.0
ANNEE,0.0
EXPO,5485.727912985906
ZONIER,29399.895607659964
TYPE_HABITATION,390811.0572375264
