feature,mean_importance
B,-0.00397371110916761
INDUS,-8.102896846823304e-05
AGE,0.0007149804216279865
CHAS,0.0008733230520643565
CRIM,0.004776812173217071
ZN,0.028827805543772324
NOX,0.060147783916666406
PTRATIO,0.07632915155315492
TAX,0.07864361082513928
RAD,0.13117550972495587
DIS,0.13544564688719
RM,0.17032567858439046
LSTAT,0.28231109450927033
