feature,mean_importance
CRIM,-3.248380808317092
ZN,0.0
INDUS,0.0
CHAS,0.0
NOX,0.0
AGE,0.0
DIS,0.0
RAD,0.0
TAX,0.0
B,0.0
PTRATIO,1.6681364124597196
LSTAT,32.489185519872684
RM,57.973861219056275
