feature,shap_importance
RM,4.17125477493163
LSTAT,3.3599145910575348
CRIM,0.909076285633239
PTRATIO,0.1682157271112053
ZN,0.0
INDUS,0.0
CHAS,0.0
NOX,0.0
AGE,0.0
DIS,0.0
RAD,0.0
TAX,0.0
B,0.0
