feature,mean_importance
B,-0.0003901184770327082
INDUS,0.00016578758929152725
CHAS,0.00021192103440278442
RAD,0.0007468829243752306
TAX,0.0013316174350278375
ZN,0.005604178578379676
PTRATIO,0.005684560251947457
CRIM,0.01865378758948862
AGE,0.01920823787695728
DIS,0.029822854951712285
NOX,0.03903341110230429
RM,0.5415180460380764
LSTAT,0.5584037007513853
