feature,shap_importance
RM,0.38304856419563293
LSTAT,0.3294966518878937
DIS,0.05108259245753288
AGE,0.05095360800623894
NOX,0.05045580491423607
PTRATIO,0.05043951794505119
CRIM,0.04798474162817001
TAX,0.02444504201412201
B,0.016275595873594284
ZN,0.013124545104801655
RAD,0.00976459588855505
INDUS,0.008237509056925774
CHAS,0.001532090944238007
