feature,mean_importance
FORMULE,0.0
TYPE_RESIDENCE,0.0
TYPE_HABITATION,0.0
SITUATION_JURIDIQUE,0.0
NIVEAU_JURIDIQUE,0.0
OBJETS_DE_VALEUR,0.0
NBSIN_TYPE1_AN1,0.0
NBSIN_TYPE1_AN3,0.0
NBSIN_TYPE2_AN1,0.0
NBSIN_TYPE2_AN2,0.0
NBSIN_TYPE2_AN3,0.0
ANNEE,0.0
NB_PIECES,0.00024785268029467455
VALEUR_DES_BIENS,0.0018050202912859553
EXPO,0.002061848312614162
ZONIER,0.0027528293607048254
