feature,mean_importance
TAX,-0.001959039150388747
CRIM,-0.0006313588249565516
RAD,-4.4408920985006264e-17
ZN,-3.8857805861880476e-17
CHAS,-3.3306690738754695e-17
INDUS,0.00010813601869095191
B,0.0005118357506289417
PTRATIO,0.0016588691020520906
AGE,0.004536633761842307
NOX,0.004686960809151719
DIS,0.027210749978969863
LSTAT,0.3658071110687827
RM,0.507260543005865
