feature,shap_importance
RM,0.37458729662264484
LSTAT,0.3092837345630649
CRIM,0.07505300593525564
DIS,0.045885315051201844
TAX,0.013968769865199564
AGE,0.011650351641159087
NOX,0.011492441721298362
PTRATIO,0.008515485446046847
B,0.002369710893590578
INDUS,0.0014557104978879909
ZN,0.0
CHAS,0.0
RAD,0.0
