feature,mean_importance
CHAS,-0.002903698857566617
CRIM,0.0024662272944428743
TAX,0.007882770120131577
B,0.016015765334078093
ZN,0.02150561957964406
INDUS,0.023115352325603057
PTRATIO,0.025800423797005107
NOX,0.03249335827672955
RAD,0.049143078803943085
AGE,0.05204990381201342
DIS,0.09281160921409455
RM,0.46767179760872607
LSTAT,0.616137225231648
