feature,shap_importance
LSTAT,0.3270428890704631
RM,0.24589657171314272
DIS,0.234482424492719
RAD,0.20671065953637263
TAX,0.17605073251115597
PTRATIO,0.17210796952659407
NOX,0.1143194263616871
ZN,0.06695917970602293
CRIM,0.06259743032883143
B,0.05945275451884626
INDUS,0.04616309405015012
CHAS,0.009406622710249621
AGE,0.0060334194165008355
