feature,mean_importance
TAX,-0.001959039150388703
CRIM,-0.0006313588249565516
ZN,-1.6653345369377347e-17
CHAS,-1.1102230246251566e-17
RAD,0.0
INDUS,0.00010813601869096301
B,0.0005118357506289195
PTRATIO,0.001658869102052135
AGE,0.004536633761842318
NOX,0.004686960809151741
DIS,0.027210749978969922
LSTAT,0.36580711106878266
RM,0.507260543005865
